source_id,source_type,relationship_type,target_id,target_type,level,notes
S_2236,Symptom,INDICATES,D_544,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_544,Diagnosis,Level 3,
S_19070,Symptom,INDICATES,D_546,Diagnosis,Chief Sign,
S_19074,Symptom,INDICATES,D_546,Diagnosis,Level 1,
S_2276,Symptom,INDICATES,D_546,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_546,Diagnosis,Level 3,
S_19093,Symptom,INDICATES,D_524,Diagnosis,Chief Sign,
S_2279,Symptom,INDICATES,D_524,Diagnosis,Level 1,
S_1934,Symptom,INDICATES,D_524,Diagnosis,Level 2,
S_19096,Symptom,INDICATES,D_524,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_524,Diagnosis,Level 4,
S_19093,Symptom,INDICATES,D_525,Diagnosis,Chief Sign,
S_2279,Symptom,INDICATES,D_525,Diagnosis,Level 1,
S_1934,Symptom,INDICATES,D_525,Diagnosis,Level 2,
S_19096,Symptom,INDICATES,D_525,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_525,Diagnosis,Level 4,
S_19093,Symptom,INDICATES,D_549,Diagnosis,Chief Sign,
S_2279,Symptom,INDICATES,D_549,Diagnosis,Level 1,
S_1934,Symptom,INDICATES,D_549,Diagnosis,Level 2,
S_19096,Symptom,INDICATES,D_549,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_549,Diagnosis,Level 4,
S_19093,Symptom,INDICATES,D_4526,Diagnosis,Chief Sign,
S_2279,Symptom,INDICATES,D_4526,Diagnosis,Level 1,
S_1934,Symptom,INDICATES,D_4526,Diagnosis,Level 2,
S_19096,Symptom,INDICATES,D_4526,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_4526,Diagnosis,Level 4,
S_19093,Symptom,INDICATES,D_551,Diagnosis,Chief Sign,
S_2279,Symptom,INDICATES,D_551,Diagnosis,Level 1,
S_1950,Symptom,INDICATES,D_551,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_551,Diagnosis,Level 3,
S_19093,Symptom,INDICATES,D_540,Diagnosis,Chief Sign,
S_2279,Symptom,INDICATES,D_540,Diagnosis,Level 1,
S_1950,Symptom,INDICATES,D_540,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_540,Diagnosis,Level 3,
S_19093,Symptom,INDICATES,D_552,Diagnosis,Chief Sign,
S_2279,Symptom,INDICATES,D_552,Diagnosis,Level 1,
S_1950,Symptom,INDICATES,D_552,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_552,Diagnosis,Level 3,
S_19093,Symptom,INDICATES,D_554,Diagnosis,Chief Sign,
S_2314,Symptom,INDICATES,D_554,Diagnosis,Level 1,
S_1934,Symptom,INDICATES,D_554,Diagnosis,Level 2,intrinsic pathway factor deficiency
S_3,Symptom,INDICATES,D_554,Diagnosis,Level 3,
S_19093,Symptom,INDICATES,D_4531,Diagnosis,Chief Sign,
S_2314,Symptom,INDICATES,D_4531,Diagnosis,Level 1,
S_1934,Symptom,INDICATES,D_4531,Diagnosis,Level 2,intrinsic pathway factor deficiency
S_3,Symptom,INDICATES,D_4531,Diagnosis,Level 3,
S_19093,Symptom,INDICATES,D_4532,Diagnosis,Chief Sign,
S_1934,Symptom,INDICATES,D_4532,Diagnosis,Level 2,intrinsic pathway factor deficiency
S_3,Symptom,INDICATES,D_4532,Diagnosis,Level 3,
S_19093,Symptom,INDICATES,D_557,Diagnosis,Chief Sign,
S_2314,Symptom,INDICATES,D_557,Diagnosis,Level 1,
S_1950,Symptom,INDICATES,D_557,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_557,Diagnosis,Level 3,
S_19140,Symptom,INDICATES,D_4534,Diagnosis,Chief Sign,history and physical exam. clinical assessment of dehydration severity
S_3,Symptom,INDICATES,D_4534,Diagnosis,Level 1,"slightly decreased urine output. ,slightly increased thirst. ,slightly dry mucous membrane., normal to slightly elevated heart rate., normal blood pressure. ,normal skin turger"
S_19140,Symptom,INDICATES,D_4535,Diagnosis,Chief Sign,history and physical exam. clinical assessment of dehydration severity
S_3,Symptom,INDICATES,D_4535,Diagnosis,Level 1,decreased urine output. moderately increased thirst. dry mucous membrane. elevated heart rate. normal blood pressure. decreased skin turgor. sunken eyes. sunken anterior fontanelle.
S_19140,Symptom,INDICATES,D_4536,Diagnosis,Chief Sign,history and physical exam. clinical assessment of dehydration severity
S_3,Symptom,INDICATES,D_4536,Diagnosis,Level 1,"markedly decreased or absent urine output. greatly increased thirst. very dry mucous membrane. greatly elevated heart rate.hypotension. decreased skin turgor. very sunken eyes. very sunken anterior fontanelles. cold extremities. lethargy, altered level of consciousness"
S_5907,Symptom,INDICATES,D_1389,Diagnosis,Chief Sign,check plasma osmolarity to determine if it is true hyponatremia
S_19147,Symptom,INDICATES,D_1389,Diagnosis,Level 1,posm normal or high
S_3,Symptom,INDICATES,D_1389,Diagnosis,Level 2,
S_5907,Symptom,INDICATES,D_1387,Diagnosis,Chief Sign,
S_19147,Symptom,INDICATES,D_1387,Diagnosis,Level 1,posm normal or high
S_3,Symptom,INDICATES,D_1387,Diagnosis,Level 2,
S_5907,Symptom,INDICATES,D_4539,Diagnosis,Chief Sign,
S_5907,Symptom,INDICATES,D_4539,Diagnosis,Level 1,"posm low, check urine osmolarity, is adh appropiately suppressed?"
S_19154,Symptom,INDICATES,D_4539,Diagnosis,Level 2,urine osmolality<100
S_3,Symptom,INDICATES,D_4539,Diagnosis,Level 3,
S_5907,Symptom,INDICATES,D_4540,Diagnosis,Chief Sign,
S_5907,Symptom,INDICATES,D_4540,Diagnosis,Level 1,"posm low, check urine osmolarity, is adh appropiately suppressed?"
S_19154,Symptom,INDICATES,D_4540,Diagnosis,Level 2,urine osmolality<100
S_19159,Symptom,INDICATES,D_4540,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_4540,Diagnosis,Level 4,
S_5907,Symptom,INDICATES,D_4541,Diagnosis,Chief Sign,
S_5907,Symptom,INDICATES,D_4541,Diagnosis,Level 1,"posm low, check urine osmolarity, is adh appropiately suppressed?"
S_19154,Symptom,INDICATES,D_4541,Diagnosis,Level 2,urine osmolality<100
S_19159,Symptom,INDICATES,D_4541,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_4541,Diagnosis,Level 4,
S_5907,Symptom,INDICATES,D_4540,Diagnosis,Chief Sign,
S_5907,Symptom,INDICATES,D_4540,Diagnosis,Level 1,"posm low, check urine osmolarity, is adh appropiately suppressed?"
S_19154,Symptom,INDICATES,D_4540,Diagnosis,Level 2,urine osmolality<100
S_19169,Symptom,INDICATES,D_4540,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_4540,Diagnosis,Level 4,
S_5907,Symptom,INDICATES,D_4541,Diagnosis,Chief Sign,
S_5907,Symptom,INDICATES,D_4541,Diagnosis,Level 1,"posm low, check urine osmolarity, is adh appropiately suppressed?"
S_19154,Symptom,INDICATES,D_4541,Diagnosis,Level 2,urine osmolality<100
S_19169,Symptom,INDICATES,D_4541,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_4541,Diagnosis,Level 4,
S_5907,Symptom,INDICATES,D_1215,Diagnosis,Chief Sign,
S_5907,Symptom,INDICATES,D_1215,Diagnosis,Level 1,"posm low, check urine osmolarity, is adh appropiately suppressed?"
S_19154,Symptom,INDICATES,D_1215,Diagnosis,Level 2,urine osmolality<100
S_19169,Symptom,INDICATES,D_1215,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_1215,Diagnosis,Level 4,
S_5907,Symptom,INDICATES,D_1377,Diagnosis,Chief Sign,
S_5907,Symptom,INDICATES,D_1377,Diagnosis,Level 1,"posm low, check urine osmolarity, is adh appropiately suppressed?"
S_19183,Symptom,INDICATES,D_1377,Diagnosis,Level 2,"urine osmolality>100, check clinical volume status"
S_19184,Symptom,INDICATES,D_1377,Diagnosis,Level 3,
S_304,Symptom,INDICATES,D_1377,Diagnosis,Level 4,"una>20, fena> 1%"
S_3,Symptom,INDICATES,D_1377,Diagnosis,Level 5,
S_5907,Symptom,INDICATES,D_4546,Diagnosis,Chief Sign,
S_5907,Symptom,INDICATES,D_4546,Diagnosis,Level 1,"posm low, check urine osmolarity, is adh appropiately suppressed?"
S_19183,Symptom,INDICATES,D_4546,Diagnosis,Level 2,"urine osmolality>100, check clinical volume status"
S_19184,Symptom,INDICATES,D_4546,Diagnosis,Level 3,
S_304,Symptom,INDICATES,D_4546,Diagnosis,Level 4,"una>20, fena> 1%"
S_3,Symptom,INDICATES,D_4546,Diagnosis,Level 5,
S_5907,Symptom,INDICATES,D_1392,Diagnosis,Chief Sign,
S_5907,Symptom,INDICATES,D_1392,Diagnosis,Level 1,"posm low, check urine osmolarity, is adh appropiately suppressed?"
S_19183,Symptom,INDICATES,D_1392,Diagnosis,Level 2,"urine osmolality>100, check clinical volume status"
S_19184,Symptom,INDICATES,D_1392,Diagnosis,Level 3,
S_304,Symptom,INDICATES,D_1392,Diagnosis,Level 4,"una>20, fena> 1%"
S_3,Symptom,INDICATES,D_1392,Diagnosis,Level 5,
S_5907,Symptom,INDICATES,D_4548,Diagnosis,Chief Sign,
S_5907,Symptom,INDICATES,D_4548,Diagnosis,Level 1,"posm low, check urine osmolarity, is adh appropiately suppressed?"
S_19183,Symptom,INDICATES,D_4548,Diagnosis,Level 2,"urine osmolality>100, check clinical volume status"
S_19184,Symptom,INDICATES,D_4548,Diagnosis,Level 3,
S_19203,Symptom,INDICATES,D_4548,Diagnosis,Level 4,"una<10, fena<1%"
S_3,Symptom,INDICATES,D_4548,Diagnosis,Level 5,
S_5907,Symptom,INDICATES,D_1401,Diagnosis,Chief Sign,
S_5907,Symptom,INDICATES,D_1401,Diagnosis,Level 1,"posm low, check urine osmolarity, is adh appropiately suppressed?"
S_19183,Symptom,INDICATES,D_1401,Diagnosis,Level 2,"urine osmolality>100, check clinical volume status"
S_19184,Symptom,INDICATES,D_1401,Diagnosis,Level 3,
S_19203,Symptom,INDICATES,D_1401,Diagnosis,Level 4,"una<10, fena<1%"
S_3,Symptom,INDICATES,D_1401,Diagnosis,Level 5,
S_5907,Symptom,INDICATES,D_4550,Diagnosis,Chief Sign,
S_5907,Symptom,INDICATES,D_4550,Diagnosis,Level 1,"posm low, check urine osmolarity, is adh appropiately suppressed?"
S_19183,Symptom,INDICATES,D_4550,Diagnosis,Level 2,"urine osmolality>100, check clinical volume status"
S_19184,Symptom,INDICATES,D_4550,Diagnosis,Level 3,
S_19203,Symptom,INDICATES,D_4550,Diagnosis,Level 4,"una<10, fena<1%"
S_3,Symptom,INDICATES,D_4550,Diagnosis,Level 5,
S_5907,Symptom,INDICATES,D_4551,Diagnosis,Chief Sign,
S_5907,Symptom,INDICATES,D_4551,Diagnosis,Level 1,"posm low, check urine osmolarity, is adh appropiately suppressed?"
S_19183,Symptom,INDICATES,D_4551,Diagnosis,Level 2,"urine osmolality>100, check clinical volume status"
S_19220,Symptom,INDICATES,D_4551,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_4551,Diagnosis,Level 4,
S_5907,Symptom,INDICATES,D_4552,Diagnosis,Chief Sign,
S_5907,Symptom,INDICATES,D_4552,Diagnosis,Level 1,"posm low, check urine osmolarity, is adh appropiately suppressed?"
S_19183,Symptom,INDICATES,D_4552,Diagnosis,Level 2,"urine osmolality>100, check clinical volume status"
S_19220,Symptom,INDICATES,D_4552,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_4552,Diagnosis,Level 4,
S_5907,Symptom,INDICATES,D_1241,Diagnosis,Chief Sign,
S_5907,Symptom,INDICATES,D_1241,Diagnosis,Level 1,"posm low, check urine osmolarity, is adh appropiately suppressed?"
S_19183,Symptom,INDICATES,D_1241,Diagnosis,Level 2,"urine osmolality>100, check clinical volume status"
S_19220,Symptom,INDICATES,D_1241,Diagnosis,Level 3,
S_3,Symptom,INDICATES,D_1241,Diagnosis,Level 4,
S_5907,Symptom,INDICATES,D_437,Diagnosis,Chief Sign,
S_5907,Symptom,INDICATES,D_437,Diagnosis,Level 1,"posm low, check urine osmolarity, is adh appropiately suppressed?"
S_19183,Symptom,INDICATES,D_437,Diagnosis,Level 2,"urine osmolality>100, check clinical volume status"
S_19184,Symptom,INDICATES,D_437,Diagnosis,Level 3,
S_19236,Symptom,INDICATES,D_437,Diagnosis,Level 4,low una esp. <20
S_3,Symptom,INDICATES,D_437,Diagnosis,Level 5,
S_5907,Symptom,INDICATES,D_441,Diagnosis,Chief Sign,
S_5907,Symptom,INDICATES,D_441,Diagnosis,Level 1,"posm low, check urine osmolarity, is adh appropiately suppressed?"
S_19183,Symptom,INDICATES,D_441,Diagnosis,Level 2,"urine osmolality>100, check clinical volume status"
S_19184,Symptom,INDICATES,D_441,Diagnosis,Level 3,
S_19236,Symptom,INDICATES,D_441,Diagnosis,Level 4,low una esp. <20
S_3,Symptom,INDICATES,D_441,Diagnosis,Level 5,
S_5907,Symptom,INDICATES,D_4556,Diagnosis,Chief Sign,
S_5907,Symptom,INDICATES,D_4556,Diagnosis,Level 1,"posm low, check urine osmolarity, is adh appropiately suppressed?"
S_19183,Symptom,INDICATES,D_4556,Diagnosis,Level 2,"urine osmolality>100, check clinical volume status"
S_19184,Symptom,INDICATES,D_4556,Diagnosis,Level 3,
S_19236,Symptom,INDICATES,D_4556,Diagnosis,Level 4,low una esp. <20
S_3,Symptom,INDICATES,D_4556,Diagnosis,Level 5,
S_5907,Symptom,INDICATES,D_4557,Diagnosis,Chief Sign,
S_5907,Symptom,INDICATES,D_4557,Diagnosis,Level 1,"posm low, check urine osmolarity, is adh appropiately suppressed?"
S_19183,Symptom,INDICATES,D_4557,Diagnosis,Level 2,"urine osmolality>100, check clinical volume status"
S_19184,Symptom,INDICATES,D_4557,Diagnosis,Level 3,
S_19236,Symptom,INDICATES,D_4557,Diagnosis,Level 4,low una esp. <20
S_3,Symptom,INDICATES,D_4557,Diagnosis,Level 5,
S_5907,Symptom,INDICATES,D_502,Diagnosis,Chief Sign,
S_5907,Symptom,INDICATES,D_502,Diagnosis,Level 1,"posm low, check urine osmolarity, is adh appropiately suppressed?"
S_19183,Symptom,INDICATES,D_502,Diagnosis,Level 2,"urine osmolality>100, check clinical volume status"
S_19184,Symptom,INDICATES,D_502,Diagnosis,Level 3,
S_19260,Symptom,INDICATES,D_502,Diagnosis,Level 4,"una>20,fena>1%"
S_3,Symptom,INDICATES,D_502,Diagnosis,Level 5,
S_19262,Symptom,INDICATES,D_4540,Diagnosis,Chief Sign,check clinical volume status
S_19263,Symptom,INDICATES,D_4540,Diagnosis,Level 1,hypervolemic/euvolemic
S_19264,Symptom,INDICATES,D_4540,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_4540,Diagnosis,Level 3,
S_19262,Symptom,INDICATES,D_1215,Diagnosis,Chief Sign,check clinical volume status
S_19263,Symptom,INDICATES,D_1215,Diagnosis,Level 1,hypervolemic/euvolemic
S_19264,Symptom,INDICATES,D_1215,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_1215,Diagnosis,Level 3,
S_19262,Symptom,INDICATES,D_4561,Diagnosis,Chief Sign,check clinical volume status
S_19263,Symptom,INDICATES,D_4561,Diagnosis,Level 1,hypervolemic/euvolemic
S_19264,Symptom,INDICATES,D_4561,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_4561,Diagnosis,Level 3,
S_19262,Symptom,INDICATES,D_1373,Diagnosis,Chief Sign,
S_19263,Symptom,INDICATES,D_1373,Diagnosis,Level 1,hypervolemic/euvolemic
S_19276,Symptom,INDICATES,D_1373,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_1373,Diagnosis,Level 3,
S_19262,Symptom,INDICATES,D_1515,Diagnosis,Chief Sign,
S_19279,Symptom,INDICATES,D_1515,Diagnosis,Level 1,hypovolemic
S_19280,Symptom,INDICATES,D_1515,Diagnosis,Level 2,
S_6657,Symptom,INDICATES,D_1515,Diagnosis,Level 3,
S_19282,Symptom,INDICATES,D_1515,Diagnosis,Level 4,"uosm>pasm, uosm 300-600"
S_3,Symptom,INDICATES,D_1515,Diagnosis,Level 5,
S_19262,Symptom,INDICATES,D_1390,Diagnosis,Chief Sign,
S_19279,Symptom,INDICATES,D_1390,Diagnosis,Level 1,hypovolemic
S_19280,Symptom,INDICATES,D_1390,Diagnosis,Level 2,
S_6657,Symptom,INDICATES,D_1390,Diagnosis,Level 3,
S_19282,Symptom,INDICATES,D_1390,Diagnosis,Level 4,"uosm>pasm, uosm 300-600"
S_3,Symptom,INDICATES,D_1390,Diagnosis,Level 5,
S_19262,Symptom,INDICATES,D_4565,Diagnosis,Chief Sign,
S_19279,Symptom,INDICATES,D_4565,Diagnosis,Level 1,hypovolemic
S_19280,Symptom,INDICATES,D_4565,Diagnosis,Level 2,
S_6657,Symptom,INDICATES,D_4565,Diagnosis,Level 3,
S_19282,Symptom,INDICATES,D_4565,Diagnosis,Level 4,"uosm>pasm, uosm 300-600"
S_3,Symptom,INDICATES,D_4565,Diagnosis,Level 5,
S_19262,Symptom,INDICATES,D_4548,Diagnosis,Chief Sign,
S_19279,Symptom,INDICATES,D_4548,Diagnosis,Level 1,hypovolemic
S_19280,Symptom,INDICATES,D_4548,Diagnosis,Level 2,
S_6657,Symptom,INDICATES,D_4548,Diagnosis,Level 3,
S_19282,Symptom,INDICATES,D_4548,Diagnosis,Level 4,"uosm>pasm, uosm 300-600"
S_3,Symptom,INDICATES,D_4548,Diagnosis,Level 5,
S_19262,Symptom,INDICATES,D_1462,Diagnosis,Chief Sign,
S_19279,Symptom,INDICATES,D_1462,Diagnosis,Level 1,hypovolemic
S_19280,Symptom,INDICATES,D_1462,Diagnosis,Level 2,
S_6657,Symptom,INDICATES,D_1462,Diagnosis,Level 3,
S_19306,Symptom,INDICATES,D_1462,Diagnosis,Level 4,"uosm<pasm, fena>1%,u na<10"
S_3,Symptom,INDICATES,D_1462,Diagnosis,Level 5,
S_19262,Symptom,INDICATES,D_1461,Diagnosis,Chief Sign,
S_19279,Symptom,INDICATES,D_1461,Diagnosis,Level 1,hypovolemic
S_19280,Symptom,INDICATES,D_1461,Diagnosis,Level 2,
S_6657,Symptom,INDICATES,D_1461,Diagnosis,Level 3,
S_19306,Symptom,INDICATES,D_1461,Diagnosis,Level 4,"uosm<pasm, fena>1%,u na<10"
S_3,Symptom,INDICATES,D_1461,Diagnosis,Level 5,
S_19262,Symptom,INDICATES,D_820,Diagnosis,Chief Sign,
S_19279,Symptom,INDICATES,D_820,Diagnosis,Level 1,hypovolemic
S_19280,Symptom,INDICATES,D_820,Diagnosis,Level 2,
S_5785,Symptom,INDICATES,D_820,Diagnosis,Level 3,(uosm>600)
S_3,Symptom,INDICATES,D_820,Diagnosis,Level 4,
S_19262,Symptom,INDICATES,D_144,Diagnosis,Chief Sign,
S_19279,Symptom,INDICATES,D_144,Diagnosis,Level 1,hypovolemic
S_19280,Symptom,INDICATES,D_144,Diagnosis,Level 2,
S_5885,Symptom,INDICATES,D_144,Diagnosis,Level 3,(uosm>600)
S_3,Symptom,INDICATES,D_144,Diagnosis,Level 4,
S_19262,Symptom,INDICATES,D_4571,Diagnosis,Chief Sign,
S_19279,Symptom,INDICATES,D_4571,Diagnosis,Level 1,hypovolemic
S_19280,Symptom,INDICATES,D_4571,Diagnosis,Level 2,
S_5885,Symptom,INDICATES,D_4571,Diagnosis,Level 3,(uosm>600)
S_3,Symptom,INDICATES,D_4571,Diagnosis,Level 4,
S_19262,Symptom,INDICATES,D_4572,Diagnosis,Chief Sign,
S_19279,Symptom,INDICATES,D_4572,Diagnosis,Level 1,hypovolemic
S_19280,Symptom,INDICATES,D_4572,Diagnosis,Level 2,
S_5885,Symptom,INDICATES,D_4572,Diagnosis,Level 3,(uosm>600)
S_3,Symptom,INDICATES,D_4572,Diagnosis,Level 4,
S_19262,Symptom,INDICATES,D_4540,Diagnosis,Chief Sign,
S_19279,Symptom,INDICATES,D_4540,Diagnosis,Level 1,hypovolemic
S_19336,Symptom,INDICATES,D_4540,Diagnosis,Level 2,uosm>600
S_3,Symptom,INDICATES,D_4540,Diagnosis,Level 3,
S_19262,Symptom,INDICATES,D_4350,Diagnosis,Chief Sign,
S_19279,Symptom,INDICATES,D_4350,Diagnosis,Level 1,hypovolemic
S_19336,Symptom,INDICATES,D_4350,Diagnosis,Level 2,uosm>600
S_3,Symptom,INDICATES,D_4350,Diagnosis,Level 3,
S_19262,Symptom,INDICATES,D_4575,Diagnosis,Chief Sign,
S_19279,Symptom,INDICATES,D_4575,Diagnosis,Level 1,hypovolemic
S_19336,Symptom,INDICATES,D_4575,Diagnosis,Level 2,uosm>600
S_3,Symptom,INDICATES,D_4575,Diagnosis,Level 3,
S_19346,Symptom,INDICATES,D_106,Diagnosis,Chief Sign,"delays in 2 or more domains including: 1. motor (fine and /or gross motor), 2. language, 3. social, detailed medical and developmental history. physical examination. developmental observations. consider social/enviromental impacts"
S_19347,Symptom,INDICATES,D_106,Diagnosis,Level 1,
S_17223,Symptom,INDICATES,D_106,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_106,Diagnosis,Level 3,
S_19346,Symptom,INDICATES,D_823,Diagnosis,Chief Sign,"delays in 2 or more domains including: 1. motor (fine and /or gross motor), 2. language, 3. social, detailed medical and developmental history. physical examination. developmental observations. consider social/enviromental impacts"
S_19347,Symptom,INDICATES,D_823,Diagnosis,Level 1,
S_17223,Symptom,INDICATES,D_823,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_823,Diagnosis,Level 3,
S_19346,Symptom,INDICATES,D_4578,Diagnosis,Chief Sign,"delays in 2 or more domains including: 1. motor (fine and /or gross motor), 2. language, 3. social, detailed medical and developmental history. physical examination. developmental observations. consider social/enviromental impacts"
S_19347,Symptom,INDICATES,D_4578,Diagnosis,Level 1,
S_17223,Symptom,INDICATES,D_4578,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_4578,Diagnosis,Level 3,
S_19346,Symptom,INDICATES,D_4579,Diagnosis,Chief Sign,"delays in 2 or more domains including: 1. motor (fine and /or gross motor), 2. language, 3. social, detailed medical and developmental history. physical examination. developmental observations. consider social/enviromental impacts"
S_19347,Symptom,INDICATES,D_4579,Diagnosis,Level 1,
S_17223,Symptom,INDICATES,D_4579,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_4579,Diagnosis,Level 3,
S_19346,Symptom,INDICATES,D_4580,Diagnosis,Chief Sign,"delays in 2 or more domains including: 1. motor (fine and /or gross motor), 2. language, 3. social, detailed medical and developmental history. physical examination. developmental observations. consider social/enviromental impacts"
S_19347,Symptom,INDICATES,D_4580,Diagnosis,Level 1,
S_17202,Symptom,INDICATES,D_4580,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_4580,Diagnosis,Level 3,
S_19346,Symptom,INDICATES,D_4581,Diagnosis,Chief Sign,"delays in 2 or more domains including: 1. motor (fine and /or gross motor), 2. language, 3. social, detailed medical and developmental history. physical examination. developmental observations. consider social/enviromental impacts"
S_19347,Symptom,INDICATES,D_4581,Diagnosis,Level 1,
S_17202,Symptom,INDICATES,D_4581,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_4581,Diagnosis,Level 3,
S_19346,Symptom,INDICATES,D_2493,Diagnosis,Chief Sign,"delays in 2 or more domains including: 1. motor (fine and /or gross motor), 2. language, 3. social, detailed medical and developmental history. physical examination. developmental observations. consider social/enviromental impacts"
S_19371,Symptom,INDICATES,D_2493,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_2493,Diagnosis,Level 2,
S_19346,Symptom,INDICATES,D_4164,Diagnosis,Chief Sign,"delays in 2 or more domains including: 1. motor (fine and /or gross motor), 2. language, 3. social, detailed medical and developmental history. physical examination. developmental observations. consider social/enviromental impacts"
S_19371,Symptom,INDICATES,D_4164,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_4164,Diagnosis,Level 2,
S_19346,Symptom,INDICATES,D_4584,Diagnosis,Chief Sign,"delays in 2 or more domains including: 1. motor (fine and /or gross motor), 2. language, 3. social, detailed medical and developmental history. physical examination. developmental observations. consider social/enviromental impacts"
S_19371,Symptom,INDICATES,D_4584,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_4584,Diagnosis,Level 2,
S_19346,Symptom,INDICATES,D_4585,Diagnosis,Chief Sign,"delays in 2 or more domains including: 1. motor (fine and /or gross motor), 2. language, 3. social, detailed medical and developmental history. physical examination. developmental observations. consider social/enviromental impacts"
S_19380,Symptom,INDICATES,D_4585,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_4585,Diagnosis,Level 2,
S_19346,Symptom,INDICATES,D_579,Diagnosis,Chief Sign,"delays in 2 or more domains including: 1. motor (fine and /or gross motor), 2. language, 3. social, detailed medical and developmental history. physical examination. developmental observations. consider social/enviromental impacts"
S_19380,Symptom,INDICATES,D_579,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_579,Diagnosis,Level 2,
S_19346,Symptom,INDICATES,D_664,Diagnosis,Chief Sign,"delays in 2 or more domains including: 1. motor (fine and /or gross motor), 2. language, 3. social, detailed medical and developmental history. physical examination. developmental observations. consider social/enviromental impacts"
S_19380,Symptom,INDICATES,D_664,Diagnosis,Level 1,
S_3,Symptom,INDICATES,D_664,Diagnosis,Level 2,
S_19388,Symptom,INDICATES,D_4588,Diagnosis,Chief Sign,"detailed history and physical exam, rule out sepsis: csf, blood and urine cultures. always consider and treat for bacterial sepsis, until proven otherwise"
S_3,Symptom,INDICATES,D_4588,Diagnosis,Level 1,
S_19388,Symptom,INDICATES,D_1430,Diagnosis,Chief Sign,"detailed history and physical exam, rule out sepsis: csf, blood and urine cultures. always consider and treat for bacterial sepsis, until proven otherwise"
S_2338,Symptom,INDICATES,D_1430,Diagnosis,Level 1,
S_13833,Symptom,INDICATES,D_1430,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_1430,Diagnosis,Level 3,
S_19388,Symptom,INDICATES,D_1165,Diagnosis,Chief Sign,"detailed history and physical exam, rule out sepsis: csf, blood and urine cultures. always consider and treat for bacterial sepsis, until proven otherwise"
S_2338,Symptom,INDICATES,D_1165,Diagnosis,Level 1,
S_13833,Symptom,INDICATES,D_1165,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_1165,Diagnosis,Level 3,
S_19388,Symptom,INDICATES,D_4591,Diagnosis,Chief Sign,"detailed history and physical exam, rule out sepsis: csf, blood and urine cultures. always consider and treat for bacterial sepsis, until proven otherwise"
S_2338,Symptom,INDICATES,D_4591,Diagnosis,Level 1,
S_13833,Symptom,INDICATES,D_4591,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_4591,Diagnosis,Level 3,
S_19388,Symptom,INDICATES,D_4592,Diagnosis,Chief Sign,"detailed history and physical exam, rule out sepsis: csf, blood and urine cultures. always consider and treat for bacterial sepsis, until proven otherwise"
S_2338,Symptom,INDICATES,D_4592,Diagnosis,Level 1,
S_13833,Symptom,INDICATES,D_4592,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_4592,Diagnosis,Level 3,
S_19388,Symptom,INDICATES,D_255,Diagnosis,Chief Sign,"detailed history and physical exam, rule out sepsis: csf, blood and urine cultures. always consider and treat for bacterial sepsis, until proven otherwise"
S_2338,Symptom,INDICATES,D_255,Diagnosis,Level 1,
S_13833,Symptom,INDICATES,D_255,Diagnosis,Level 2,
S_3,Symptom,INDICATES,D_255,Diagnosis,Level 3,
S_19388,Symptom,INDICATES,D_2090,Diagnosis,Chief Sign,"detailed history and physical exam, rule out sepsis: csf, blood and urine cultures. always consider and treat for bacterial sepsis, until proven otherwise"
S_2338,Symptom,INDICATES,D_2090,Diagnosis,Level 1,
S_13829,Symptom,INDICATES,D_2090,Diagnosis,Level 2,
