,Diagnosis_(DX),Chief_Sign,Level_1,Level_2,Level_3,Level_4,Level_5,Level_6,Level_7,Level_8,Level_9,Level_10
4117,congenital_lung_anomalies,cyanosis,central_cyanosis,respiratory,lower_airway,,,,,,,
4118,sepsis,cyanosis,central_cyanosis,other,other,,,,,,,
4119,"hematologic
(eg._anemia,_hemoglobinopathies,_polycythemia)",cyanosis,central_cyanosis,other,other,,,,,,,
4120,metabolic_disease,cyanosis,central_cyanosis,other,other,,,,,,,
4121,persistent_pulmonary_hypertension,cyanosis,central_cyanosis,other,other,,,,,,,
4122,"disordered_control_of_breathing_
(eg._seizure,_birth_trauma_causing_intracranial_injury,_peripartum_maternal_narcotis)",cyanosis,central_cyanosis,other,other,,,,,,,
4123,acrocyanosis_(often_normal_in_otherwise_healthy_newborns),cyanosis,peripheral_cyanosis,,,,,,,,,
4124,trauma/injury,limp,acute,msk/traumatic,dx,,,,,,,
4125,slipped_capital_femoral_epiphysis,limp,acute,msk/traumatic,dx,,,,,,,
4126,legg-calve-perthes,limp,acute,msk/traumatic,dx,,,,,,,
4127,growing_pains,limp,acute,msk/traumatic,dx,,,,,,,
4128,osgood_schlatter_disease,limp,acute,msk/traumatic,dx,,,,,,,
4129,septic_arthritis,limp,acute,infectious/post-infectious,dx,,,,,,,
4130,osteomyelitis,limp,acute,infectious/post-infectious,dx,,,,,,,
4131,cellulitis,limp,acute,infectious/post-infectious,dx,,,,,,,
4132,transient_synovitis,limp,acute,infectious/post-infectious,dx,,,,,,,
4133,post-infectious_reactive_arthritis,limp,acute,infectious/post-infectious,dx,,,,,,,
4134,rehumatic_fever,limp,acute,infectious/post-infectious,dx,,,,,,,
4135,juveile_idiopathic_arthritis,limp,acute,rheumatological,dx,,,,,,,
4136,inflammatory_bowel_disease,limp,acute,rheumatological,dx,,,,,,,
4137,systemic_lupus_erythematosus,limp,acute,rheumatological,dx,,,,,,,
4138,drug_reaction,limp,acute,rheumatological,dx,,,,,,,
4139,bone_tumour,limp,acute,malignant,dx,,,,,,,
4140,leukemia,limp,acute,malignant,dx,,,,,,,
4141,lymphoma,limp,acute,malignant,dx,,,,,,,
4142,bone_metastasis,limp,acute,malignant,dx,,,,,,,
4143,congenital_upper_airway_obstruction,respiratory distress,respiratory,upper_airway,dx,,,,,,,
4144,airway_compression,respiratory distress,respiratory,upper_airway,dx,,,,,,,
4145,pneumonia,respiratory distress,respiratory,lower_airway,dx,,,,,,,
4146,transient_tachypnea_of_the_newborn,respiratory distress,respiratory,lower_airway,dx,,,,,,,
4147,respiratory_distress_syndrome,respiratory distress,respiratory,lower_airway,dx,,,,,,,
4148,pneumothorax,respiratory distress,respiratory,lower_airway,dx,,,,,,,
4149,meconium_aspiration/meconium_pneumonitis,respiratory distress,respiratory,lower_airway,dx,,,,,,,
4150,congenital_lung_anomalies,respiratory distress,respiratory,lower_airway,dx,,,,,,,
4151,congenital_heart_disease,respiratory distress,cardiovascular,dx,,,,,,,,
4152,truncus_arteriosus,respiratory distress,cardiovascular,cyanotic_heart_lessions,dx,,,,,,,
4153,total_anomalous_pulmonary_venous_return,respiratory distress,cardiovascular,cyanotic_heart_lessions,dx,,,,,,,
4154,tricuspid_atresia,respiratory distress,cardiovascular,cyanotic_heart_lessions,dx,,,,,,,
4155,transposition_of_the_great_arteries,respiratory distress,cardiovascular,cyanotic_heart_lessions,dx,,,,,,,
4156,tetralogy_of_fallot,respiratory distress,cardiovascular,cyanotic_heart_lessions,dx,,,,,,,
4157,hypoplastic_left_heart_syndrome,respiratory distress,cardiovascular,cyanotic_heart_lessions,dx,,,,,,,
4158,pulmonary_atresia,respiratory distress,cardiovascular,cyanotic_heart_lessions,dx,,,,,,,
4159,carctation_of_the_aorta,respiratory distress,cardiovascular,acyanotic_heart_lessions,dx,,,,,,,
4160,critical_aorteic_stenosis,respiratory distress,cardiovascular,acyanotic_heart_lessions,dx,,,,,,,
4161,large_avsd,respiratory distress,cardiovascular,acyanotic_heart_lessions,dx,,,,,,,
4162,seizure,respiratory distress,neuromuscular,dx,,,,,,,,
4163,birth_trauma,respiratory distress,neuromuscular,dx,,,,,,,,
4164,congenital_cns_malformation,respiratory distress,neuromuscular,dx,,,,,,,,
4165,drugs,respiratory distress,neuromuscular,dx,,,,,,,,
4166,chest_wall_deformities,respiratory distress,neuromuscular,dx,,,,,,,,
4167,genetic_neuromuscular_disease,respiratory distress,neuromuscular,dx,,,,,,,,
4168,sepsis,respiratory distress,other,dx,,,,,,,,
4169,hypoglycemia,respiratory distress,other,dx,,,,,,,,
4170,metabolic_disease,respiratory distress,other,dx,,,,,,,,
4171,gastrointestinal,respiratory distress,other,dx,,,,,,,,
4172,hypothermia_or_hyperthermia,respiratory distress,other,dx,,,,,,,,
4173,persistent_pulmonary_hypertension,respiratory distress,other,dx,,,,,,,,
4174,croup,pediatric dyspnea,stridor,dx,,,,,,,,
4175,foreign_body,pediatric dyspnea,stridor,dx,,,,,,,,
4176,tracheitis,pediatric dyspnea,stridor,dx,,,,,,,,
4177,epiglottitis,pediatric dyspnea,stridor,dx,,,,,,,,
4178,laryngospasm,pediatric dyspnea,stridor,dx,,,,,,,,
4179,asthma,pediatric dyspnea,wheeze,dx,,,,,,,,
4180,bronchiolitis,pediatric dyspnea,wheeze,dx,,,,,,,,
4181,foreign_body,pediatric dyspnea,wheeze,dx,,,,,,,,
4182,viral_induced_wheeze,pediatric dyspnea,wheeze,dx,,,,,,,,
4183,asthma,wheezing in a child,cxr_non_specific,relief_with_beta-agonist,dx,,,,,,,
4184,cystic_fibrosis,wheezing in a child,cxr_non_specific,positive_sweat_cholride,dx,,,,,,,
4185,aspiration,wheezing in a child,cxr_non_specific,wheeze_with_feeding,dx,,,,,,,
4186,ge_reflux,wheezing in a child,cxr_non_specific,wheeze_with_feeding,dx,,,,,,,
4187,h-type_esophageal_fistula,wheezing in a child,cxr_non_specific,wheeze_with_feeding,dx,,,,,,,
4188,vascular_compression_syndrome,wheezing in a child,cxr_non_specific,r/o_endobrachial_disease,dx,,,,,,,
4189,foreign_body_aspiration,wheezing in a child,cxr_non_specific,r/o_endobrachial_disease,dx,,,,,,,
4190,endobronchitis,wheezing in a child,cxr_non_specific,r/o_endobrachial_disease,dx,,,,,,,
4191,structural_anomaly,wheezing in a child,cxr_non_specific,r/o_endobrachial_disease,dx,,,,,,,
4192,pulmonary_sequestration,wheezing in a child,cxr_abnormal,dx,,,,,,,,
4193,congenital_adenoid_cystic_malformation,wheezing in a child,cxr_abnormal,dx,,,,,,,,
4194,bronchogenic_cyst,wheezing in a child,cxr_abnormal,dx,,,,,,,,
4195,neuroblastoma,wheezing in a child,cxr_abnormal,dx,,,,,,,,
4196,teratoma,wheezing in a child,cxr_abnormal,dx,,,,,,,,
4197,mediastinal_mass,wheezing in a child,cxr_abnormal,dx,,,,,,,,
4198,laringomalacia,stridor in a child,present_since_infancy,no_respiratory_distress,dx,,,,,,,
4199,laringomalacia,stridor in a child,present_since_infancy,respiratory_distress,dx,,,,,,,
4200,laryngomalacia,stridor in a child,present_since_infancy,respiratory_distress,dx,,,,,,,
4201,laryngeal_web,stridor in a child,present_since_infancy,respiratory_distress,dx,,,,,,,
4202,hemangioma,stridor in a child,present_since_infancy,respiratory_distress,dx,,,,,,,
4203,vocal_cord_disfunction,stridor in a child,present_since_infancy,respiratory_distress,dx,,,,,,,
4204,sublotic_stenosis,stridor in a child,present_since_infancy,respiratory_distress,dx,,,,,,,
4205,hemangioma,stridor in a child,non_present_since_infancy,non_acute_onset,dx,,,,,,,
4206,vocal_cord_disfunction,stridor in a child,non_present_since_infancy,non_acute_onset,dx,,,,,,,
4207,sublotic_stenosis,stridor in a child,non_present_since_infancy,non_acute_onset,dx,,,,,,,
4208,laryngeal_papilomatosis,stridor in a child,non_present_since_infancy,non_acute_onset,dx,,,,,,,
4209,peritonsilar/retropharyngeal_abscess,stridor in a child,non_present_since_infancy,acute_onset,febrile,dx,,,,,,
4210,epiglottitis,stridor in a child,non_present_since_infancy,acute_onset,febrile,dx,,,,,,
4211,mononucleosis,stridor in a child,non_present_since_infancy,acute_onset,febrile,dx,,,,,,
4212,bacterial_tracheitis,stridor in a child,non_present_since_infancy,acute_onset,febrile,dx,,,,,,
4213,croup,stridor in a child,non_present_since_infancy,acute_onset,afebrile,barking_cough,dx,,,,,
4214,atypical_croup,stridor in a child,non_present_since_infancy,acute_onset,afebrile,barking_cough,dx,,,,,
4215,partially-treated_bacterial_tracheitis,stridor in a child,non_present_since_infancy,acute_onset,afebrile,dx,,,,,,
4216,viral_urti,acute cough,respiratory,upper_respiratory,dx,,,,,,,
4217,sinusitis,acute cough,respiratory,upper_respiratory,dx,,,,,,,
4218,croup,acute cough,respiratory,upper_respiratory,dx,,,,,,,
4219,epiglottitis,acute cough,respiratory,upper_respiratory,dx,,,,,,,
4220,pertussis,acute cough,respiratory,upper_respiratory,dx,,,,,,,
4221,tracheitis,acute cough,respiratory,upper_respiratory,dx,,,,,,,
4222,foreign_body,acute cough,respiratory,upper_respiratory,dx,,,,,,,
4223,anaphylaxis,acute cough,respiratory,upper_respiratory,dx,,,,,,,
4224,pneumonia,acute cough,respiratory,lower_respiratory,dx,,,,,,,
4225,infectious,acute cough,respiratory,lower_respiratory,dx,,,,,,,
4226,bronchiolitis,acute cough,respiratory,lower_respiratory,dx,,,,,,,
4227,asthma,acute cough,respiratory,lower_respiratory,dx,,,,,,,
4228,anaphylaxis,acute cough,respiratory,lower_respiratory,dx,,,,,,,
4229,foreign_body,acute cough,respiratory,lower_respiratory,dx,,,,,,,
4230,congestive_heart_failure,acute cough,non-respiratory,cardiac,dx,,,,,,,
4231,aspiration,acute cough,non-respiratory,neurologic,dx,,,,,,,
4232,gastroesophageal_reflux,acute cough,non-respiratory,gastrointestinal,dx,,,,,,,
4233,habit_cough,acute cough,non-respiratory,other,dx,,,,,,,
4234,infectious,chronic cough,respiratory,upper_respiratory,dx,,,,,,,
4235,mass/tumour,chronic cough,respiratory,upper_respiratory,dx,,,,,,,
4236,infectious,chronic cough,respiratory,lower_respiratory,dx,,,,,,,
4237,atypical_pneumonia,chronic cough,respiratory,lower_respiratory,dx,,,,,,,
4238,asthma,chronic cough,respiratory,lower_respiratory,dx,,,,,,,
4239,cystic_fibrosis,chronic cough,respiratory,lower_respiratory,dx,,,,,,,
4240,foreign_body,chronic cough,respiratory,lower_respiratory,dx,,,,,,,
4241,immunodeficiency,chronic cough,respiratory,lower_respiratory,dx,,,,,,,
4242,congestive_heart_failure,chronic cough,non-respiratory,dx,,,,,,,,
4243,neurological,chronic cough,non-respiratory,dx,,,,,,,,
4244,gastrointestinal,chronic cough,non-respiratory,dx,,,,,,,,
4245,sepsis_with_lactic_acidosis,respiratory distress,tachypnea,tachypnea_with_no_increased_work_of_breating,dx,,,,,,,
4246,diabetic_ketoacidosis,respiratory distress,tachypnea,tachypnea_with_no_increased_work_of_breating,dx,,,,,,,
4247,metabolic_disease,respiratory distress,tachypnea,tachypnea_with_no_increased_work_of_breating,dx,,,,,,,
4248,anaphylaxis,respiratory distress,tachypnea,upper_airway_(extra_thoracic_obstruction_present),dx,,,,,,,
4249,croup,respiratory distress,tachypnea,upper_airway_(extra_thoracic_obstruction_present),dx,,,,,,,
4250,epiglottitis,respiratory distress,tachypnea,upper_airway_(extra_thoracic_obstruction_present),dx,,,,,,,
4251,tracheitis,respiratory distress,tachypnea,upper_airway_(extra_thoracic_obstruction_present),dx,,,,,,,
4252,foreign_body,respiratory distress,tachypnea,upper_airway_(extra_thoracic_obstruction_present),dx,,,,,,,
4253,bronchiolitis,respiratory distress,tachypnea,lower_airway_(intra-thoracic_obstruction_present),v/q_mismatch,dx,,,,,,
4254,asthma,respiratory distress,tachypnea,lower_airway_(intra-thoracic_obstruction_present),v/q_mismatch,dx,,,,,,
4255,foreign_body,respiratory distress,tachypnea,lower_airway_(intra-thoracic_obstruction_present),v/q_mismatch,dx,,,,,,
4256,pneumonia,respiratory distress,tachypnea,lower_airway_(intra-thoracic_obstruction_present),v/q_mismatch,dx,,,,,,
4257,atelectasis,respiratory distress,tachypnea,lower_airway_(intra-thoracic_obstruction_present),v/q_mismatch,dx,,,,,,
4258,pleural_effusion,respiratory distress,tachypnea,lower_airway_(intra-thoracic_obstruction_present),v/q_mismatch,dx,,,,,,
4259,pneumothorax,respiratory distress,tachypnea,lower_airway_(intra-thoracic_obstruction_present),v/q_mismatch,dx,,,,,,
4260,interstitial_lung_disease,respiratory distress,tachypnea,lower_airway_(intra-thoracic_obstruction_present),diffusion_problem,dx,,,,,,
4261,acute_respiratory_distress_syndrome,respiratory distress,tachypnea,lower_airway_(intra-thoracic_obstruction_present),diffusion_problem,dx,,,,,,
4262,pulmonary_edema,respiratory distress,tachypnea,lower_airway_(intra-thoracic_obstruction_present),diffusion_problem,dx,,,,,,
4263,congestive_heart_failure,respiratory distress,tachypnea,lower_airway_(intra-thoracic_obstruction_present),r-->l_shunt,dx,,,,,,
4264,congenital_heart_disease,respiratory distress,tachypnea,lower_airway_(intra-thoracic_obstruction_present),r-->l_shunt,dx,,,,,,
4265,pulmonary_avm,respiratory distress,tachypnea,lower_airway_(intra-thoracic_obstruction_present),r-->l_shunt,dx,,,,,,
4266,pulmonary_hypertension,respiratory distress,tachypnea,lower_airway_(intra-thoracic_obstruction_present),r-->l_shunt,dx,,,,,,
4267,respiratory_distress,respiratory distress,"normal_rr,_irregular_rr_or_bradypnea",dx,,,,,,,,
4268,cardiac_anomaly,sudden unexpected death in infancy,congenital_anomaly/disorder,dx,,,,,,,,
4269,cardiac_arrhythmia,sudden unexpected death in infancy,congenital_anomaly/disorder,dx,,,,,,,,
4270,neurologic_anomaly,sudden unexpected death in infancy,congenital_anomaly/disorder,dx,,,,,,,,
4271,pulmonary_anomaly,sudden unexpected death in infancy,congenital_anomaly/disorder,dx,,,,,,,,
4272,metabolic_disorder,sudden unexpected death in infancy,congenital_anomaly/disorder,dx,,,,,,,,
4273,severe_pneumonia,sudden unexpected death in infancy,infection,dx,,,,,,,,
4274,sepsis,sudden unexpected death in infancy,infection,dx,,,,,,,,
4275,gastrointestinal_infection,sudden unexpected death in infancy,infection,dx,,,,,,,,
4276,deliberate,sudden unexpected death in infancy,injury,dx,,,,,,,,
4277,accidental,sudden unexpected death in infancy,injury,dx,,,,,,,,
4278,acute_illness,sudden unexpected death in infancy,other,dx,,,,,,,,
4279,sudden_infant_death_syndrome_(sids),sudden unexpected death in infancy,sudden_infant_death_syndrome_(sids),dx,,,,,,,,
4280,femur,pediatric fractures,non-accidental_trauma,dx,,,,,,,,
4281,scapular_without_traumatize_hx,pediatric fractures,non-accidental_trauma,dx,,,,,,,,
4282,transverse_fractures_<3yo,pediatric fractures,non-accidental_trauma,dx,,,,,,,,
4283,torus,pediatric fractures,accidental_trauma,distal_radius,dx,,,,,,,
4284,green_stick,pediatric fractures,accidental_trauma,distal_radius,dx,,,,,,,
4285,complete_fracture,pediatric fractures,accidental_trauma,distal_radius,dx,,,,,,,
4286,clavicle_fracture,pediatric fractures,accidental_trauma,dx,,,,,,,,
4287,tibia_fibular_fracture,pediatric fractures,accidental_trauma,dx,,,,,,,,
4288,supra_condylar,pediatric fractures,accidental_trauma,elbow,dx,,,,,,,
4289,lateral_supracondylar,pediatric fractures,accidental_trauma,elbow,dx,,,,,,,
4290,<_2yo,pediatric fractures,accidental_trauma,toddlers_fracture,dx,,,,,,,
4291,primary_nocturnal_enuresis,eneuresis,nocturnal_enuresis,primary_nocturnal_enuresis,dx,,,,,,,
4292,"behavioral,_psychologic",eneuresis,nocturnal_enuresis,secondary_nocturnal_enuresis,dx,,,,,,,
4293,anxiety,eneuresis,nocturnal_enuresis,secondary_nocturnal_enuresis,dx,,,,,,,
4294,overactive_bladder,eneuresis,diurnal_enuresis,bladder_function,dx,,,,,,,
4295,dysfunctional_voiding,eneuresis,diurnal_enuresis,bladder_function,dx,,,,,,,
4296,voiding_postponement,eneuresis,diurnal_enuresis,bladder_function,dx,,,,,,,
4297,giggle_incontinence,eneuresis,diurnal_enuresis,bladder_function,dx,,,,,,,
4298,vaginal_voiding,eneuresis,diurnal_enuresis,bladder_function,dx,,,,,,,
4299,"behavioral,_psychologic",eneuresis,diurnal_enuresis,behavioural,dx,,,,,,,
4300,anxiety,eneuresis,diurnal_enuresis,behavioural,dx,,,,,,,
4301,constipation,eneuresis,diurnal_enuresis,medical,dx,,,,,,,
4302,diabetes_mellitus,eneuresis,diurnal_enuresis,medical,dx,,,,,,,
4303,diabetes_insipidus,eneuresis,diurnal_enuresis,medical,dx,,,,,,,
4304,urinary_tract_infection,eneuresis,diurnal_enuresis,medical,dx,,,,,,,
4305,renal_failure,eneuresis,diurnal_enuresis,medical,dx,,,,,,,
4306,chronic_kidney_disease,eneuresis,diurnal_enuresis,medical,dx,,,,,,,
4307,cerebral_palsy,eneuresis,diurnal_enuresis,medical,dx,,,,,,,
4308,seizure,eneuresis,diurnal_enuresis,medical,dx,,,,,,,
4309,spinal_cord_pathology,eneuresis,diurnal_enuresis,medical,dx,,,,,,,
4310,structural,eneuresis,diurnal_enuresis,medical,dx,,,,,,,
4311,congenital_heart_disease,apparent life threatening event,acute_illness,cardiac,dx,,,,,,,
4312,arrhythmia,apparent life threatening event,acute_illness,cardiac,dx,,,,,,,
4313,cardiomyopathy,apparent life threatening event,acute_illness,cardiac,dx,,,,,,,
4314,myocarditis,apparent life threatening event,acute_illness,cardiac,dx,,,,,,,
4315,inborn_errors_of_metabolism,apparent life threatening event,acute_illness,metabolic,dx,,,,,,,
4316,reye's_syndrome,apparent life threatening event,acute_illness,metabolic,dx,,,,,,,
4317,electrolyte_disturbances,apparent life threatening event,acute_illness,metabolic,dx,,,,,,,
4318,seizure,apparent life threatening event,acute_illness,neurologic,dx,,,,,,,
4319,malignancy,apparent life threatening event,acute_illness,neurologic,dx,,,,,,,
4320,neuromuscular,apparent life threatening event,acute_illness,neurologic,dx,,,,,,,
4321,disorders,apparent life threatening event,acute_illness,neurologic,dx,,,,,,,
4322,central_apnea,apparent life threatening event,acute_illness,neurologic,dx,,,,,,,
4323,anatomical_foreign_body_aspiration,apparent life threatening event,acute_illness,respiratory,dx,,,,,,,
4324,breath-holding_spell,apparent life threatening event,acute_illness,neurologic,dx,,,,,,,
4325,pneumonia,apparent life threatening event,acute_illness,infectious,dx,,,,,,,
4326,sepsis,apparent life threatening event,acute_illness,infectious,dx,,,,,,,
4327,upper_respiratory_tract_infection,apparent life threatening event,acute_illness,infectious,dx,,,,,,,
4328,empyema,apparent life threatening event,acute_illness,infectious,dx,,,,,,,
4329,urinary_tract_infection,apparent life threatening event,acute_illness,infectious,dx,,,,,,,
4330,gastroesophageal_reflux,apparent life threatening event,acute_illness,gastrointestinal,dx,,,,,,,
4331,volvulus,apparent life threatening event,acute_illness,gastrointestinal,dx,,,,,,,
4332,gastroenteritis,apparent life threatening event,acute_illness,gastrointestinal,dx,,,,,,,
4333,incarcerated_hernia,apparent life threatening event,acute_illness,gastrointestinal,dx,,,,,,,
4334,witnessed_choking_spell,apparent life threatening event,witnessed_choking_spell,dx,,,,,,,,
4335,non-accidental,apparent life threatening event,injury,dx,,,,,,,,
4336,unnoticed,apparent life threatening event,injury,dx,,,,,,,,
4337,factitious_by_proxy,apparent life threatening event,injury,dx,,,,,,,,
4338,periodic_breathing,apparent life threatening event,apnea,dx,,,,,,,,
4339,apnea_of_infancy,apparent life threatening event,apnea,dx,,,,,,,,
4340,drugs,sudden paroxysmal event,seizure,symptomatic,dx,,,,,,,
4341,meningitis,sudden paroxysmal event,seizure,symptomatic,dx,,,,,,,
4342,encephalitis,sudden paroxysmal event,seizure,symptomatic,dx,,,,,,,
4343,brain_abscess,sudden paroxysmal event,seizure,symptomatic,dx,,,,,,,
4344,febrile_seizure,sudden paroxysmal event,seizure,symptomatic,dx,,,,,,,
4345,hypoglycaemia,sudden paroxysmal event,seizure,symptomatic,dx,,,,,,,
4346,hyponatremia,sudden paroxysmal event,seizure,symptomatic,dx,,,,,,,
4347,hypocalcaemia,sudden paroxysmal event,seizure,symptomatic,dx,,,,,,,
4348,hypoxic-isquemic_insult,sudden paroxysmal event,seizure,symptomatic,dx,,,,,,,
4349,brain_tumour,sudden paroxysmal event,seizure,symptomatic,dx,,,,,,,
4350,congenital_structural_anomalies,sudden paroxysmal event,seizure,symptomatic,dx,,,,,,,
4351,abusive_head_trauma,sudden paroxysmal event,seizure,symptomatic,dx,,,,,,,
4352,stroke/intracraneal_bleed,sudden paroxysmal event,seizure,symptomatic,dx,,,,,,,
4353,approach_to_pediatric_epilepsies,sudden paroxysmal event,seizure,non-symptomatic,dx,,,,,,,
4354,approach_to__non-epilepic_paroxysmal_events,sudden paroxysmal event,non-epileptic_paroxysmal_event,dx,,,,,,,,
4355,arrhythmia,non-epileptic paroxysmal event,neonates_and_infants,cardiac,dx,,,,,,,
4356,benign_sleep_myoclonus,non-epileptic paroxysmal event,neonates_and_infants,behavioral/developmental,dx,,,,,,,
4357,infanitle_colic,non-epileptic paroxysmal event,neonates_and_infants,behavioral/developmental,dx,,,,,,,
4358,gratification_disorder,non-epileptic paroxysmal event,neonates_and_infants,behavioral/developmental,dx,,,,,,,
4359,shuddering_attacks,non-epileptic paroxysmal event,neonates_and_infants,behavioral/developmental,dx,,,,,,,
4360,gastroesophageal_reflux/reflux_disease,non-epileptic paroxysmal event,neonates_and_infants,gastrointestinal,dx,,,,,,,
4361,arrhythmia,non-epileptic paroxysmal event,older_infants_and_toddlers,cardiac,dx,,,,,,,
4362,benign_sleep_myoclonus,non-epileptic paroxysmal event,older_infants_and_toddlers,behavioral/developmental,dx,,,,,,,
4363,breath-holding_spells,non-epileptic paroxysmal event,older_infants_and_toddlers,behavioral/developmental,dx,,,,,,,
4364,gratification_disorder,non-epileptic paroxysmal event,older_infants_and_toddlers,behavioral/developmental,dx,,,,,,,
4365,night_terrors,non-epileptic paroxysmal event,older_infants_and_toddlers,behavioral/developmental,dx,,,,,,,
4366,tic_disorder,non-epileptic paroxysmal event,older_infants_and_toddlers,behavioral/developmental,dx,,,,,,,
4367,benign_paroxysmal_torticollis,non-epileptic paroxysmal event,older_infants_and_toddlers,other_neurological,dx,,,,,,,
4368,benign_paroxysmal_vertigo,non-epileptic paroxysmal event,older_infants_and_toddlers,other_neurological,dx,,,,,,,
4369,arrhythmia,non-epileptic paroxysmal event,childhood_and_adolescents,cardiac,dx,,,,,,,
4370,syncope,non-epileptic paroxysmal event,childhood_and_adolescents,cardiac,dx,,,,,,,
4371,daydream,non-epileptic paroxysmal event,childhood_and_adolescents,behavioral/developmental,dx,,,,,,,
4372,panic_attack,non-epileptic paroxysmal event,childhood_and_adolescents,behavioral/developmental,dx,,,,,,,
4373,tic_disorder,non-epileptic paroxysmal event,childhood_and_adolescents,behavioral/developmental,dx,,,,,,,
4374,migraine_and_migraine_variants,non-epileptic paroxysmal event,childhood_and_adolescents,other_neurological,dx,,,,,,,
4375,sleep_issues,non-epileptic paroxysmal event,childhood_and_adolescents,other_neurological,dx,,,,,,,
4376,transient_ischemic_attack,non-epileptic paroxysmal event,childhood_and_adolescents,other_neurological,dx,,,,,,,
4377,other_movement_disorders,non-epileptic paroxysmal event,childhood_and_adolescents,other_neurological,dx,,,,,,,
4378,benign_focal_epilepsy_of_infancy,non-epileptic paroxysmal event,infantile,dx,,,,,,,,
4379,west_syndrome,pediatric epilepsies,infantile,dx,,,,,,,,
4380,childhood_absence_epilepsy,pediatric epilepsies,childhood,generalized_epilepsies,dx,,,,,,,
4381,juvenile_absence_epilepsy,pediatric epilepsies,childhood,generalized_epilepsies,dx,,,,,,,
4382,juvenile_myoclonic_epilepsy,pediatric epilepsies,childhood,generalized_epilepsies,dx,,,,,,,
4383,lennox_gastaut_syndrome,pediatric epilepsies,childhood,generalized_epilepsies,dx,,,,,,,
4384,self-limited_epilepsy_with_centrotemporal_spikes,pediatric epilepsies,childhood,focal_epilepsies,dx,,,,,,,
4385,remote_symptomatic_epilepsy,pediatric epilepsies,childhood,focal_epilepsies,dx,,,,,,,
4386,metabolic-hipoglycemia,pediatric seizures,acute_symptomatic_seizures,dx,,,,,,,,
4387,trauma,pediatric seizures,acute_symptomatic_seizures,dx,,,,,,,,
4388,bleed,pediatric seizures,acute_symptomatic_seizures,dx,,,,,,,,
4389,masses,pediatric seizures,acute_symptomatic_seizures,dx,,,,,,,,
4390,drugs/toxin/withdrawal,pediatric seizures,acute_symptomatic_seizures,dx,,,,,,,,
4391,autoimmune,pediatric seizures,acute_symptomatic_seizures,dx,,,,,,,,
4392,cns_infection,pediatric seizures,acute_symptomatic_seizures,dx,,,,,,,,
4393,febrile_seizures,pediatric seizures,acute_symptomatic_seizures,dx,,,,,,,,
4394,remote_brain_injury,pediatric seizures,epilepsy,remote_symptomatic,dx,,,,,,,
4395,cortical_malformation,pediatric seizures,epilepsy,remote_symptomatic,dx,,,,,,,
4396,genetic/metabolic_syndrome,pediatric seizures,epilepsy,remote_symptomatic,dx,,,,,,,
4397,infectious,pediatric seizures,epilepsy,remote_symptomatic,dx,,,,,,,
4398,known_epilepsy_gene,pediatric seizures,epilepsy,remote_symptomatic,dx,,,,,,,
4399,"no_known_cause,_presumed_genetic_predisposition",pediatric seizures,epilepsy,idiopathic/genetic,dx,,,,,,,
4400,single_unprovoked_seizure,pediatric seizures,single_unprovoked_seizure,dx,,,,,,,,
4401,"if_>6_mo,_not_a_febrile_seizure,_lp",febrile seizures,dx,,,,,,,,,
4402,"if_neuro_deficits_or_lethargic_on_exam_need_to_rule_out_cns_infection,_ct_lp",febrile seizures,dx,,,,,,,,,
4403,1/3_risk_of_having_future_febrile_seizure,febrile seizures,simple_febrile_seizures,generalized,"no_investigations_for_seizure,_work-up_source_of_fever_(ear_exam,_consider_urinalysis_and_culture,_cbc)",dx,,,,,,
4404,no_significant_increased_risk_of_epilepsy,febrile seizures,simple_febrile_seizures,generalized,"no_investigations_for_seizure,_work-up_source_of_fever_(ear_exam,_consider_urinalysis_and_culture,_cbc)",dx,,,,,,
4405,no_brain_damage_and_no_impact_on_intelligence,febrile seizures,simple_febrile_seizures,generalized,"no_investigations_for_seizure,_work-up_source_of_fever_(ear_exam,_consider_urinalysis_and_culture,_cbc)",dx,,,,,,
4406,eeg,febrile seizures,complex_febrile_seizures,focal,"aprox_1/3_risk_of_having_future_febrile_seizure,_slightly_increased_risk_of_epilepsy_(4-6%),_no_brain_damage_from_short_(<15_min)_sz",dx,,,,,,
4407,consider_ct/mri_(especially_if_focal_features),febrile seizures,complex_febrile_seizures,focal,"aprox_1/3_risk_of_having_future_febrile_seizure,_slightly_increased_risk_of_epilepsy_(4-6%),_no_brain_damage_from_short_(<15_min)_sz",dx,,,,,,
4408,consider_lp,febrile seizures,complex_febrile_seizures,focal,"aprox_1/3_risk_of_having_future_febrile_seizure,_slightly_increased_risk_of_epilepsy_(4-6%),_no_brain_damage_from_short_(<15_min)_sz",dx,,,,,,
4409,work_up_source_of_fever,febrile seizures,complex_febrile_seizures,focal,"aprox_1/3_risk_of_having_future_febrile_seizure,_slightly_increased_risk_of_epilepsy_(4-6%),_no_brain_damage_from_short_(<15_min)_sz",dx,,,,,,
4410,major_depressive_disorder,mood or anxiety disorder,mood,dx,,,,,,,,
4411,persistent_depressive_disorder,mood or anxiety disorder,mood,dx,,,,,,,,
4412,disruptive_mood_dysregulation_disorder,mood or anxiety disorder,mood,dx,,,,,,,,
4413,bipolar,mood or anxiety disorder,dx,,,,,,,,,
4414,panic_disorder_and_agoraphobia,mood or anxiety disorder,anxiety,dx,,,,,,,,
4415,specific_phobia,mood or anxiety disorder,anxiety,dx,,,,,,,,
4416,social_phobia,mood or anxiety disorder,anxiety,dx,,,,,,,,
