UID,Diagnosis_(DX),Diagnosis_(DX)_Notes,Page,Type,Chief_Sign,Cheif_Sign_Notes,Clinical_Pearl,General_Notes,Life_Threatening,Definitions,Level_1,Level_1_Notes,Level_2,Level_2_Notes,Level_3,Level_3_Notes,Level_4,Level_4_Notes,Level_5,Level_5_Notes,Level_6,Level_6_Notes,Level_7,Level_7_Notes,Level_8,Level_8_Notes,Level_9,Level_9_Notes,Level_10
nan,gastroenteritis,nan,320,pediatric,acute abdominal pain,nan,nan,"*evaluate for surgicalacute adomen,
*history and physical exam labs,
*imaging (x-ray, utrasound)",nan,nan,focal,*upper abdominal pain,upper_gi_tract,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,peptic_ulcer,nan,320,pediatric,acute abdominal pain,nan,nan,"*evaluate for surgicalacute adomen,
*history and physical exam labs,
*imaging (x-ray, utrasound)",nan,nan,focal,*upper abdominal pain,upper_gi_tract,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,referred_pain (pneumonia),nan,320,pediatric,acute abdominal pain,nan,nan,"*evaluate for surgicalacute adomen,
*history and physical exam labs,
*imaging (x-ray, utrasound)",nan,nan,focal,*upper abdominal pain,other,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,musculoskeletal_injury,nan,320,pediatric,acute abdominal pain,nan,nan,"*evaluate for surgicalacute adomen,
*history and physical exam labs,
*imaging (x-ray, utrasound)",nan,nan,focal,*upper abdominal pain,other,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,pancreatitis,nan,320,pediatric,acute abdominal pain,nan,nan,"*evaluate for surgicalacute adomen,
*history and physical exam labs,
*imaging (x-ray, utrasound)",nan,nan,focal,*upper abdominal pain,pancreatic,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,apendicits,nan,320,pediatric,acute abdominal pain,nan,nan,"*evaluate for surgicalacute adomen,
*history and physical exam labs,
*imaging (x-ray, utrasound)",nan,nan,focal,*periumbilical/lower abdominal pain,gi_tract,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,intussusception,nan,320,pediatric,acute abdominal pain,nan,nan,"*evaluate for surgicalacute adomen,
*history and physical exam labs,
*imaging (x-ray, utrasound)",nan,nan,focal,*periumbilical/lower abdominal pain,gi_tract,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,malrotation/volvulus,nan,320,pediatric,acute abdominal pain,nan,nan,"*evaluate for surgicalacute adomen,
*history and physical exam labs,
*imaging (x-ray, utrasound)",nan,nan,focal,*periumbilical/lower abdominal pain,gi_tract,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,incarcerated_hernia,nan,320,pediatric,acute abdominal pain,nan,nan,"*evaluate for surgicalacute adomen,
*history and physical exam labs,
*imaging (x-ray, utrasound)",nan,nan,focal,*periumbilical/lower abdominal pain,gi_tract,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,obstruction,nan,320,pediatric,acute abdominal pain,nan,nan,"*evaluate for surgicalacute adomen,
*history and physical exam labs,
*imaging (x-ray, utrasound)",nan,nan,focal,*periumbilical/lower abdominal pain,gi_tract,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,constipation,nan,320,pediatric,acute abdominal pain,nan,nan,"*evaluate for surgicalacute adomen,
*history and physical exam labs,
*imaging (x-ray, utrasound)",nan,nan,focal,*periumbilical/lower abdominal pain,gi_tract,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,gastroenteritis,nan,320,pediatric,acute abdominal pain,nan,nan,"*evaluate for surgicalacute adomen,
*history and physical exam labs,
*imaging (x-ray, utrasound)",nan,nan,focal,*periumbilical/lower abdominal pain,gi_tract,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,pregnancy/ectopic_pregnancy,nan,320,pediatric,acute abdominal pain,nan,nan,"*evaluate for surgicalacute adomen,
*history and physical exam labs,
*imaging (x-ray, utrasound)",nan,nan,focal,*periumbilical/lower abdominal pain,genitourina,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,ovarian/testicular_torsion,nan,320,pediatric,acute abdominal pain,nan,nan,"*evaluate for surgicalacute adomen,
*history and physical exam labs,
*imaging (x-ray, utrasound)",nan,nan,focal,*periumbilical/lower abdominal pain,genitourina,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,dysmenorrhea,nan,320,pediatric,acute abdominal pain,nan,nan,"*evaluate for surgicalacute adomen,
*history and physical exam labs,
*imaging (x-ray, utrasound)",nan,nan,focal,*periumbilical/lower abdominal pain,genitourina,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"sexually_transmitted_infections
(eg._pelvic_inflammatory_disease)",nan,320,pediatric,acute abdominal pain,nan,nan,"*evaluate for surgicalacute adomen,
*history and physical exam labs,
*imaging (x-ray, utrasound)",nan,nan,focal,*periumbilical/lower abdominal pain,genitourina,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,urinary_tract_infection,nan,320,pediatric,acute abdominal pain,nan,nan,"*evaluate for surgicalacute adomen,
*history and physical exam labs,
*imaging (x-ray, utrasound)",nan,nan,focal,*periumbilical/lower abdominal pain,genitourina,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,renal_colic,nan,320,pediatric,acute abdominal pain,nan,nan,"*evaluate for surgicalacute adomen,
*history and physical exam labs,
*imaging (x-ray, utrasound)",nan,nan,focal,*periumbilical/lower abdominal pain,genitourina,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,splenic_rupture,nan,320,pediatric,acute abdominal pain,nan,nan,"*evaluate for surgicalacute adomen,
*history and physical exam labs,
*imaging (x-ray, utrasound)",nan,nan,focal,*periumbilical/lower abdominal pain,spleen,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"acture_splenic_enlargement
(eg._infectious_sequestration)",nan,320,pediatric,acute abdominal pain,nan,nan,"*evaluate for surgicalacute adomen,
*history and physical exam labs,
*imaging (x-ray, utrasound)",nan,nan,focal,*periumbilical/lower abdominal pain,spleen,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,functional,nan,320,pediatric,acute abdominal pain,nan,nan,"*evaluate for surgicalacute adomen,
*history and physical exam labs,
*imaging (x-ray, utrasound)",nan,nan,focal,*periumbilical/lower abdominal pain,other,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,muskuloskeletal_injury,nan,320,pediatric,acute abdominal pain,nan,nan,"*evaluate for surgicalacute adomen,
*history and physical exam labs,
*imaging (x-ray, utrasound)",nan,nan,focal,*periumbilical/lower abdominal pain,other,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"metabolic
(eg._diabetic_ketoacidosis)",nan,320,pediatric,acute abdominal pain,nan,nan,"*evaluate for surgicalacute adomen,
*history and physical exam labs,
*imaging (x-ray, utrasound)",nan,nan,generalized,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,henoch_schonlein_purpura,nan,320,pediatric,acute abdominal pain,nan,nan,"*evaluate for surgicalacute adomen,
*history and physical exam labs,
*imaging (x-ray, utrasound)",nan,nan,generalized,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,sickle_cell_disease,nan,320,pediatric,acute abdominal pain,nan,nan,"*evaluate for surgicalacute adomen,
*history and physical exam labs,
*imaging (x-ray, utrasound)",nan,nan,generalized,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,gastrointeritis,nan,320,pediatric,acute abdominal pain,nan,nan,"*evaluate for surgicalacute adomen,
*history and physical exam labs,
*imaging (x-ray, utrasound)",nan,nan,generalized,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,functional,nan,320,pediatric,acute abdominal pain,nan,nan,"*evaluate for surgicalacute adomen,
*history and physical exam labs,
*imaging (x-ray, utrasound)",nan,nan,generalized,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,hpetatitis/galbladder_disease,nan,321,pediatric,chronic abdominal pain,nan,nan,"*assess for red flags,
*history of pain waking from sleep,
*bloody stools,
*systemic symptoms (fever, weight loss/ftt, rash, joint swelling)
*labs: cbc, bun, creat, albumin, crp, alt, ggt, celiac
*imaging: ultrasound",nan,nan,upper_abdominal_pain,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,chronic_pancreatitis,nan,321,pediatric,chronic abdominal pain,nan,nan,"*assess for red flags,
*history of pain waking from sleep,
*bloody stools,
*systemic symptoms (fever, weight loss/ftt, rash, joint swelling)
*labs: cbc, bun, creat, albumin, crp, alt, ggt, celiac
*imaging: ultrasound",nan,nan,upper_abdominal_pain,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,gastritis/duodenitis_ulcer,nan,321,pediatric,chronic abdominal pain,nan,nan,"*assess for red flags,
*history of pain waking from sleep,
*bloody stools,
*systemic symptoms (fever, weight loss/ftt, rash, joint swelling)
*labs: cbc, bun, creat, albumin, crp, alt, ggt, celiac
*imaging: ultrasound",nan,nan,upper_abdominal_pain,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"gastroesophageal_refulx
gastroesophageal_reflux_disease",nan,321,pediatric,chronic abdominal pain,nan,nan,"*assess for red flags,
*history of pain waking from sleep,
*bloody stools,
*systemic symptoms (fever, weight loss/ftt, rash, joint swelling)
*labs: cbc, bun, creat, albumin, crp, alt, ggt, celiac
*imaging: ultrasound",nan,nan,upper_abdominal_pain,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,celiac_disease,nan,321,pediatric,chronic abdominal pain,nan,nan,"*assess for red flags,
*history of pain waking from sleep,
*bloody stools,
*systemic symptoms (fever, weight loss/ftt, rash, joint swelling)
*labs: cbc, bun, creat, albumin, crp, alt, ggt, celiac
*imaging: ultrasound",nan,nan,diffuse/lower_abdominal_pain,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,lactose_intolerance/dietary,nan,321,pediatric,chronic abdominal pain,nan,nan,"*assess for red flags,
*history of pain waking from sleep,
*bloody stools,
*systemic symptoms (fever, weight loss/ftt, rash, joint swelling)
*labs: cbc, bun, creat, albumin, crp, alt, ggt, celiac
*imaging: ultrasound",nan,nan,diffuse/lower_abdominal_pain,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,constipation,nan,321,pediatric,chronic abdominal pain,nan,nan,"*assess for red flags,
*history of pain waking from sleep,
*bloody stools,
*systemic symptoms (fever, weight loss/ftt, rash, joint swelling)
*labs: cbc, bun, creat, albumin, crp, alt, ggt, celiac
*imaging: ultrasound",nan,nan,diffuse/lower_abdominal_pain,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,functional/irritable_bowel_syndrome,nan,321,pediatric,chronic abdominal pain,nan,nan,"*assess for red flags,
*history of pain waking from sleep,
*bloody stools,
*systemic symptoms (fever, weight loss/ftt, rash, joint swelling)
*labs: cbc, bun, creat, albumin, crp, alt, ggt, celiac
*imaging: ultrasound",nan,nan,diffuse/lower_abdominal_pain,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,inflammatory_bowel_disease,nan,321,pediatric,chronic abdominal pain,nan,nan,"*assess for red flags,
*history of pain waking from sleep,
*bloody stools,
*systemic symptoms (fever, weight loss/ftt, rash, joint swelling)
*labs: cbc, bun, creat, albumin, crp, alt, ggt, celiac
*imaging: ultrasound",nan,nan,diffuse/lower_abdominal_pain,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,malrotation/volvulus,nan,322,pediatric,vomiting,*bilious emesis (green emesis) is a red flag,nan,"*evaluate for surgical/acute abdomen
*history and physical exam",nan,nan,"bilious
(surgical/acuta_abdomen)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,intussusception,nan,322,pediatric,vomiting,*bilious emesis (green emesis) is a red flag,nan,"*evaluate for surgical/acute abdomen
*history and physical exam",nan,nan,"bilious
(surgical/acuta_abdomen)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"obstruction
(eg._intestinal_atresia)",nan,322,pediatric,vomiting,*bilious emesis (green emesis) is a red flag,nan,"*evaluate for surgical/acute abdomen
*history and physical exam",nan,nan,"bilious
(surgical/acuta_abdomen)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,appendicits,nan,322,pediatric,vomiting,*bilious emesis (green emesis) is a red flag,nan,"*evaluate for surgical/acute abdomen
*history and physical exam",nan,nan,non-bilious,nan,acute,gastrointestinal disease,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"obstruction
(eg._pyloric_stenosis,_intestinal_atresia)",nan,322,pediatric,vomiting,*bilious emesis (green emesis) is a red flag,nan,"*evaluate for surgical/acute abdomen
*history and physical exam",nan,nan,non-bilious,nan,acute,gastrointestinal disease,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,intussusception,nan,322,pediatric,vomiting,*bilious emesis (green emesis) is a red flag,nan,"*evaluate for surgical/acute abdomen
*history and physical exam",nan,nan,non-bilious,nan,acute,gastrointestinal disease,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,gastroenteritis,nan,322,pediatric,vomiting,*bilious emesis (green emesis) is a red flag,nan,"*evaluate for surgical/acute abdomen
*history and physical exam",nan,nan,non-bilious,nan,acute,gastrointestinal disease,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,gastroparesis/ileus,nan,322,pediatric,vomiting,*bilious emesis (green emesis) is a red flag,nan,"*evaluate for surgical/acute abdomen
*history and physical exam",nan,nan,non-bilious,nan,acute,gastrointestinal disease,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,hepatitis,nan,322,pediatric,vomiting,*bilious emesis (green emesis) is a red flag,nan,"*evaluate for surgical/acute abdomen
*history and physical exam",nan,nan,non-bilious,nan,acute,gastrointestinal disease,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,pancreatitis,nan,322,pediatric,vomiting,*bilious emesis (green emesis) is a red flag,nan,"*evaluate for surgical/acute abdomen
*history and physical exam",nan,nan,non-bilious,nan,acute,gastrointestinal disease,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,cholecystitis,nan,322,pediatric,vomiting,*bilious emesis (green emesis) is a red flag,nan,"*evaluate for surgical/acute abdomen
*history and physical exam",nan,nan,non-bilious,nan,acute,gastrointestinal disease,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"infection
(eg._meningitis,_encephalitis,_sepsis,_urinary_tract_infection,_neumonia)",nan,322,pediatric,vomiting,*bilious emesis (green emesis) is a red flag,nan,"*evaluate for surgical/acute abdomen
*history and physical exam",nan,nan,non-bilious,nan,acute,other systemic disease,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"cns_disease
(eg._head_injury,_concussion,_increased_intracranial_pressure,_brain_tumor,_abusive_head_trauma,_migraine)",nan,322,pediatric,vomiting,*bilious emesis (green emesis) is a red flag,nan,"*evaluate for surgical/acute abdomen
*history and physical exam",nan,nan,non-bilious,nan,acute,other systemic disease,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"middle_ear_disease
(eg._otitis_media)",nan,322,pediatric,vomiting,*bilious emesis (green emesis) is a red flag,nan,"*evaluate for surgical/acute abdomen
*history and physical exam",nan,nan,non-bilious,nan,acute,other systemic disease,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,endocrine (diabetic_ketoacidosis/diabetes_mellitus),nan,322,pediatric,vomiting,*bilious emesis (green emesis) is a red flag,nan,"*evaluate for surgical/acute abdomen
*history and physical exam",nan,nan,non-bilious,nan,acute,other systemic disease,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"infection
(eg._meningitis,_encephalitis,_sepsis,_urinary_tract_infection,_neumonia)",nan,322,pediatric,vomiting,*bilious emesis (green emesis) is a red flag,nan,"*evaluate for surgical/acute abdomen
*history and physical exam",nan,nan,non-bilious,nan,acute,other systemic disease,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,iflammatory_bowel_disease (crohn's_disease),nan,322,pediatric,vomiting,*bilious emesis (green emesis) is a red flag,nan,"*evaluate for surgical/acute abdomen
*history and physical exam",nan,nan,non-bilious,nan,chronic,"*evaluate for red flags,
*bloody emesis,
*morning emesis,
*weight loss/failure to thrive,
*systemic symptoms (fever, unwell)",red_falgs_present,nan,gastrointestinal_disease,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,peptic_ulcer,nan,322,pediatric,vomiting,*bilious emesis (green emesis) is a red flag,nan,"*evaluate for surgical/acute abdomen
*history and physical exam",nan,nan,non-bilious,nan,chronic,"*evaluate for red flags,
*bloody emesis,
*morning emesis,
*weight loss/failure to thrive,
*systemic symptoms (fever, unwell)",red_falgs_present,nan,gastrointestinal_disease,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"cns_disease
(increassed_intracranial_pressure,_brain_tumor)",nan,322,pediatric,vomiting,*bilious emesis (green emesis) is a red flag,nan,"*evaluate for surgical/acute abdomen
*history and physical exam",nan,nan,non-bilious,nan,chronic,"*evaluate for red flags,
*bloody emesis,
*morning emesis,
*weight loss/failure to thrive,
*systemic symptoms (fever, unwell)",red_falgs_present,nan,other_systemic_disease,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"renal_disease
(eg._renal_failure)",nan,322,pediatric,vomiting,*bilious emesis (green emesis) is a red flag,nan,"*evaluate for surgical/acute abdomen
*history and physical exam",nan,nan,non-bilious,nan,chronic,"*evaluate for red flags,
*bloody emesis,
*morning emesis,
*weight loss/failure to thrive,
*systemic symptoms (fever, unwell)",red_falgs_present,nan,other_systemic_disease,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"endocrine_(diabetes_mellitus,_addison's_disease,_thyroid_disease)",nan,322,pediatric,vomiting,*bilious emesis (green emesis) is a red flag,nan,"*evaluate for surgical/acute abdomen
*history and physical exam",nan,nan,non-bilious,nan,chronic,"*evaluate for red flags,
*bloody emesis,
*morning emesis,
*weight loss/failure to thrive,
*systemic symptoms (fever, unwell)",red_falgs_present,nan,other_systemic_disease,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,metabolic_disease,nan,322,pediatric,vomiting,*bilious emesis (green emesis) is a red flag,nan,"*evaluate for surgical/acute abdomen
*history and physical exam",nan,nan,non-bilious,nan,chronic,"*evaluate for red flags,
*bloody emesis,
*morning emesis,
*weight loss/failure to thrive,
*systemic symptoms (fever, unwell)",red_falgs_present,nan,other_systemic_disease,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,gastroesophageal_refulx_disease,nan,322,pediatric,vomiting,*bilious emesis (green emesis) is a red flag,nan,"*evaluate for surgical/acute abdomen
*history and physical exam",nan,nan,non-bilious,nan,chronic,"*evaluate for red flags,
*bloody emesis,
*morning emesis,
*weight loss/failure to thrive,
*systemic symptoms (fever, unwell)",no_red_flags_present,nan,gastrointestinal_disease,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,cyclic_vomiting_syndrome,nan,322,pediatric,vomiting,*bilious emesis (green emesis) is a red flag,nan,"*evaluate for surgical/acute abdomen
*history and physical exam",nan,nan,non-bilious,nan,chronic,"*evaluate for red flags,
*bloody emesis,
*morning emesis,
*weight loss/failure to thrive,
*systemic symptoms (fever, unwell)",no_red_flags_present,nan,gastrointestinal_disease,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"cns_disease
(eg._head_injury,_concussion,_migraine)",nan,322,pediatric,vomiting,*bilious emesis (green emesis) is a red flag,nan,"*evaluate for surgical/acute abdomen
*history and physical exam",nan,nan,non-bilious,nan,chronic,"*evaluate for red flags,
*bloody emesis,
*morning emesis,
*weight loss/failure to thrive,
*systemic symptoms (fever, unwell)",no_red_flags_present,nan,other_systemic_disease,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"respiratory
(eg._asthma)",nan,322,pediatric,vomiting,*bilious emesis (green emesis) is a red flag,nan,"*evaluate for surgical/acute abdomen
*history and physical exam",nan,nan,non-bilious,nan,chronic,"*evaluate for red flags,
*bloody emesis,
*morning emesis,
*weight loss/failure to thrive,
*systemic symptoms (fever, unwell)",no_red_flags_present,nan,other_systemic_disease,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"middle_ear_disease
(eg._otitis_media)",nan,322,pediatric,vomiting,*bilious emesis (green emesis) is a red flag,nan,"*evaluate for surgical/acute abdomen
*history and physical exam",nan,nan,non-bilious,nan,chronic,"*evaluate for red flags,
*bloody emesis,
*morning emesis,
*weight loss/failure to thrive,
*systemic symptoms (fever, unwell)",no_red_flags_present,nan,other_systemic_disease,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"drugs/toxins
(eg._substance_use_and_abuse,_poisoning/intoxication,_antibiotics)",nan,322,pediatric,vomiting,*bilious emesis (green emesis) is a red flag,nan,"*evaluate for surgical/acute abdomen
*history and physical exam",nan,nan,non-bilious,nan,chronic,"*evaluate for red flags,
*bloody emesis,
*morning emesis,
*weight loss/failure to thrive,
*systemic symptoms (fever, unwell)",no_red_flags_present,nan,other_systemic_disease,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"psychiatric
(eg._diordered_eating,_rumination)",nan,322,pediatric,vomiting,*bilious emesis (green emesis) is a red flag,nan,"*evaluate for surgical/acute abdomen
*history and physical exam",nan,nan,non-bilious,nan,chronic,"*evaluate for red flags,
*bloody emesis,
*morning emesis,
*weight loss/failure to thrive,
*systemic symptoms (fever, unwell)",no_red_flags_present,nan,other_systemic_disease,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"endocrine
(eg._pregnancy)",nan,322,pediatric,vomiting,*bilious emesis (green emesis) is a red flag,nan,"*evaluate for surgical/acute abdomen
*history and physical exam",nan,nan,non-bilious,nan,chronic,"*evaluate for red flags,
*bloody emesis,
*morning emesis,
*weight loss/failure to thrive,
*systemic symptoms (fever, unwell)",no_red_flags_present,nan,other_systemic_disease,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,physiologic_neonatal_jaundice,nan,323,pediatric,neonatal jaundice,nan,nan,"*check bilirubin
(if > 2 weeks, check total and direct)",nan,nan,"indirect_hyperbilirubnmia_
<20%direct",unconjugated,pre-hepatic,nan,pysiologic,"*onset within first week of life, never in first 24 hours
*clinically well",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,cephalohematoma,nan,323,pediatric,neonatal jaundice,nan,nan,"*check bilirubin
(if > 2 weeks, check total and direct)",nan,nan,"indirect_hyperbilirubnmia_
<20%direct",unconjugated,pre-hepatic,nan,pathologic,"*onset anytime within first week of life
*red flags: onset first 24 hrs of life, clinically unwell, risk factors present",increased_bilirubin_producton,nan,non-hemolytic,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,polycythemia,nan,323,pediatric,neonatal jaundice,nan,nan,"*check bilirubin
(if > 2 weeks, check total and direct)",nan,nan,"indirect_hyperbilirubnmia_
<20%direct",unconjugated,pre-hepatic,nan,pathologic,"*onset anytime within first week of life
*red flags: onset first 24 hrs of life, clinically unwell, risk factors present",increased_bilirubin_producton,nan,non-hemolytic,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,immune_mediated,nan,323,pediatric,neonatal jaundice,nan,nan,"*check bilirubin
(if > 2 weeks, check total and direct)",nan,nan,"indirect_hyperbilirubnmia_
<20%direct",unconjugated,pre-hepatic,nan,pathologic,"*onset anytime within first week of life
*red flags: onset first 24 hrs of life, clinically unwell, risk factors present",increased_bilirubin_producton,nan,hemolytic,nan,extrinsic,nan,nan,nan,nan,nan,nan,nan,nan
nan,"isoimmunization
(abo,_rh_disease)",nan,323,pediatric,neonatal jaundice,nan,nan,"*check bilirubin
(if > 2 weeks, check total and direct)",nan,nan,"indirect_hyperbilirubnmia_
<20%direct",unconjugated,pre-hepatic,nan,pathologic,"*onset anytime within first week of life
*red flags: onset first 24 hrs of life, clinically unwell, risk factors present",increased_bilirubin_producton,nan,hemolytic,nan,extrinsic,nan,nan,nan,nan,nan,nan,nan,nan
nan,"sepsis
(bacteremia,_uti,_meningitis,_other)",nan,323,pediatric,neonatal jaundice,nan,nan,"*check bilirubin
(if > 2 weeks, check total and direct)",nan,nan,"indirect_hyperbilirubnmia_
<20%direct",unconjugated,pre-hepatic,nan,pathologic,"*onset anytime within first week of life
*red flags: onset first 24 hrs of life, clinically unwell, risk factors present",increased_bilirubin_producton,nan,hemolytic,nan,extrinsic,nan,nan,nan,nan,nan,nan,nan,nan
nan,"membrane
(spherocytosis,_elliptocytosis)",nan,323,pediatric,neonatal jaundice,nan,nan,"*check bilirubin
(if > 2 weeks, check total and direct)",nan,nan,"indirect_hyperbilirubnmia_
<20%direct",unconjugated,pre-hepatic,nan,pathologic,"*onset anytime within first week of life
*red flags: onset first 24 hrs of life, clinically unwell, risk factors present",increased_bilirubin_producton,nan,hemolytic,nan,intrinsic,nan,nan,nan,nan,nan,nan,nan,nan
nan,"enzyme
(g6pd,_pyruvate_kinase_deficiency)",nan,323,pediatric,neonatal jaundice,nan,nan,"*check bilirubin
(if > 2 weeks, check total and direct)",nan,nan,"indirect_hyperbilirubnmia_
<20%direct",unconjugated,pre-hepatic,nan,pathologic,"*onset anytime within first week of life
*red flags: onset first 24 hrs of life, clinically unwell, risk factors present",increased_bilirubin_producton,nan,hemolytic,nan,intrinsic,nan,nan,nan,nan,nan,nan,nan,nan
